F,N,M,mode,W,core_type,model,work,placement,n_machines,n_ticks,repeat,scenario_name,sim_id,setup_s,broker_setup_s,federate_spawn_s,sim_wall_s,perf_n_ticks,tick_mean_s,tick_median_s,tick_p95_s,failure_mode,peak_rss_mb,cpu_util_pct,throughput_inst_steps_s,exchange,distance,fanout,msg_width,freq,causality,n_edges,n_subs,max_fed_in,max_fed_out
2,4,1,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M1_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082828,1.8652515411376953,0.6312379837036133,0.07088661193847656,0.04918265342712402,300,0.0001633302370707194,0.00014269351959228516,0.00024056434631347656,,1341.76171875,1708.98,48797.69253515733,on,cross_fed,all2all,1,1,same_step,16,4,4,4
2,4,2,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M2_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082832,1.7985286712646484,0.6323161125183105,0.07058572769165039,0.07289719581604004,300,0.00024240414301554363,0.0002243518829345703,0.00031757354736328125,,1328.02734375,1505.01,65846.15424869093,on,cross_fed,all2all,1,1,same_step,32,8,8,8
2,4,2,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M2_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082836,1.7670271396636963,0.6344783306121826,0.06575274467468262,0.08734583854675293,300,0.00029041210810343423,0.0002778768539428711,0.0003540515899658203,,1329.78515625,1510.02,54953.96323238389,on,cross_fed,all2all,1,1,same_step,32,8,8,8
2,4,2,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M2_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082840,1.8632245063781738,0.6319248676300049,0.07131075859069824,0.07705903053283691,300,0.0002560591697692871,0.0002435445785522461,0.0002911090850830078,,1340.53125,1697.3899999999999,62289.90900624673,on,cross_fed,all2all,1,1,same_step,32,8,8,8
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082843,1.8563244342803955,0.6530053615570068,0.07144904136657715,0.09782147407531738,300,0.00032547235488891604,0.0002956390380859375,0.000431060791015625,,1349.46484375,1516.97,98137.96092061039,on,cross_fed,all2all,1,1,same_step,64,16,16,16
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082847,1.7714011669158936,0.6320242881774902,0.07111167907714844,0.10630226135253906,300,0.00035366137822469073,0.00032901763916015625,0.00040793418884277344,,1328.32421875,1430.37,90308.52098397717,on,cross_fed,all2all,1,1,same_step,64,16,16,16
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082851,1.7856614589691162,0.6303765773773193,0.07123780250549316,0.10083913803100586,300,0.00033550024032592775,0.00031638145446777344,0.00036025047302246094,,1327.8125,1497.96,95201.13110296725,on,cross_fed,all2all,1,1,same_step,64,16,16,16
2,4,8,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M8_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082855,1.9449620246887207,0.6340668201446533,0.07450509071350098,0.19481921195983887,300,0.000648655891418457,0.0005955696105957031,0.0008311271667480469,,1335.03125,1725.6299999999999,98552.90865234582,on,cross_fed,all2all,1,1,same_step,128,32,32,32
2,4,8,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M8_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082858,1.8393607139587402,0.6312272548675537,0.06615591049194336,0.28205299377441406,300,0.0009391554196675619,0.0010251998901367188,0.0012934207916259766,,1349.0234375,1844.33,68072.31415297849,on,cross_fed,all2all,1,1,same_step,128,32,32,32
2,4,8,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M8_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082902,1.8259127140045166,0.6357684135437012,0.07156205177307129,0.2292954921722412,300,0.0007635037104288737,0.0008118152618408203,0.0009431838989257812,,1351.58203125,1624.28,83734.74688973573,on,cross_fed,all2all,1,1,same_step,128,32,32,32
2,4,16,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M16_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082906,1.8146710395812988,0.631572961807251,0.0703437328338623,0.38655853271484375,300,0.0012876780827840168,0.0013566017150878906,0.0015070438385009766,,1355.3203125,1587.25,99338.12540706969,on,cross_fed,all2all,1,1,same_step,256,64,64,64
2,4,16,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M16_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082910,1.8674342632293701,0.6337783336639404,0.07020783424377441,0.4182004928588867,300,0.0013930940628051759,0.0012693405151367188,0.0018115043640136719,,1349.11328125,1759.6599999999999,91821.98647708744,on,cross_fed,all2all,1,1,same_step,256,64,64,64
2,4,16,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M16_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082913,1.8053386211395264,0.6311135292053223,0.07157707214355469,0.4362492561340332,300,0.001453236738840739,0.001138448715209961,0.002388477325439453,,1356.0,1601.2400000000002,88023.07272749134,on,cross_fed,all2all,1,1,same_step,256,64,64,64
2,4,32,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M32_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082917,1.867300033569336,0.6326808929443359,0.07080650329589844,0.9587142467498779,300,0.003194692134857178,0.002974987030029297,0.004476308822631836,,1363.9375,1435.5461538461536,80107.28980022825,on,cross_fed,all2all,1,1,same_step,512,128,128,128
2,4,32,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M32_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082922,1.8859024047851562,0.6315343379974365,0.07043075561523438,0.677159309387207,300,0.002256367206573486,0.002118706703186035,0.0026738643646240234,,1367.046875,1485.1153846153845,113414.96592507884,on,cross_fed,all2all,1,1,same_step,512,128,128,128
2,4,32,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M32_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082927,1.8681259155273438,0.6352579593658447,0.07496929168701172,0.7472190856933594,300,0.002489737669626872,0.0022617578506469727,0.004578351974487305,,1359.6796875,1318.242857142857,102781.10057739727,on,cross_fed,all2all,1,1,same_step,512,128,128,128
2,4,64,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M64_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082932,1.873382806777954,0.6311538219451904,0.0714716911315918,1.4714648723602295,300,0.004903849760691325,0.004758596420288086,0.0063283443450927734,,1395.9453125,1704.3,104385.77426155313,on,cross_fed,all2all,1,1,same_step,1024,256,256,256
2,4,64,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M64_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082937,1.876091480255127,0.6309750080108643,0.07099103927612305,1.4260520935058594,300,0.0047524976730346676,0.004314064979553223,0.006438493728637695,,1399.33984375,1678.1307692307694,107709.9502181467,on,cross_fed,all2all,1,1,same_step,1024,256,256,256
2,4,64,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M64_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082942,1.9082152843475342,0.6314880847930908,0.07141876220703125,1.3481011390686035,300,0.004492700099945068,0.004303932189941406,0.005648612976074219,,1397.37890625,1774.2307692307693,113938.03888195027,on,cross_fed,all2all,1,1,same_step,1024,256,256,256
2,2,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N2_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082946,1.6470046043395996,0.6315329074859619,0.03748607635498047,0.10117340087890625,300,0.00033656915028889976,0.0003027915954589844,0.00042939186096191406,,778.70703125,1031.8,47443.299901968174,on,cross_fed,all2all,1,1,same_step,16,8,8,8
2,2,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N2_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082950,1.609715461730957,0.6325035095214844,0.03714895248413086,0.10593938827514648,300,0.0003525249163309733,0.00029659271240234375,0.0005929470062255859,,785.546875,1118.3200000000002,45308.92690765221,on,cross_fed,all2all,1,1,same_step,16,8,8,8
2,2,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N2_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082954,1.6417157649993896,0.6307492256164551,0.03730297088623047,0.0975031852722168,300,0.00032436132431030274,0.00030350685119628906,0.00034999847412109375,,780.89453125,1113.54,49229.1609407323,on,cross_fed,all2all,1,1,same_step,16,8,8,8
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082957,1.8318617343902588,0.633690595626831,0.07130885124206543,0.1468064785003662,300,0.0004884839057922363,0.0005594491958618164,0.0006537437438964844,,1347.43359375,1686.9399999999998,65392.20951326104,on,cross_fed,all2all,1,1,same_step,64,16,16,16
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083001,1.827012300491333,0.6326777935028076,0.07178664207458496,0.1425774097442627,300,0.00047446409861246744,0.0005395412445068359,0.0005793571472167969,,1347.328125,1547.4099999999999,67331.84462545128,on,cross_fed,all2all,1,1,same_step,64,16,16,16
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083005,1.819688320159912,0.6326289176940918,0.07129240036010742,0.11350226402282715,300,0.0003776733080546061,0.00034999847412109375,0.000457763671875,,1328.390625,1526.54,84579.81065531242,on,cross_fed,all2all,1,1,same_step,64,16,16,16
2,8,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N8_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083009,2.2125394344329834,0.6325457096099854,0.12569069862365723,0.4029884338378906,300,0.0013425358136494954,0.0013229846954345703,0.0014770030975341797,,2464.58984375,2451.0923076923073,47644.04729224449,on,cross_fed,all2all,1,1,same_step,256,32,32,32
2,8,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N8_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083014,2.178487777709961,0.6322598457336426,0.14014482498168945,0.41142797470092773,300,0.0013704371452331542,0.0013443231582641602,0.0014331340789794922,,2458.8046875,2181.7,46666.73435115035,on,cross_fed,all2all,1,1,same_step,256,32,32,32
2,8,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N8_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083018,2.148731231689453,0.6313791275024414,0.13999485969543457,0.39911365509033203,300,0.001329477628072103,0.0012840032577514648,0.0017242431640625,,2456.03125,2266.2384615384613,48106.59759474888,on,cross_fed,all2all,1,1,same_step,256,32,32,32
2,16,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N16_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083023,2.757094144821167,0.6334187984466553,0.49440479278564453,1.551565170288086,300,0.005169292291005452,0.005112767219543457,0.00562286376953125,,4686.6640625,3185.016666666667,24749.20211883211,on,cross_fed,all2all,1,1,same_step,1024,64,64,64
2,16,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N16_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083030,2.8909857273101807,0.6324481964111328,0.45332813262939453,1.6966793537139893,300,0.005653113524119059,0.005565643310546875,0.006504058837890625,,4684.69140625,3615.4470588235295,22632.44372953755,on,cross_fed,all2all,1,1,same_step,1024,64,64,64
2,16,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N16_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083036,2.8468847274780273,0.6335256099700928,0.5371687412261963,1.7825939655303955,300,0.005939946174621582,0.0056095123291015625,0.007663726806640625,,4685.96484375,3359.383333333333,21541.64141836664,on,cross_fed,all2all,1,1,same_step,1024,64,64,64
2,32,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N32_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083043,4.140085935592651,0.7456464767456055,1.23018479347229,6.2397754192352295,300,0.020796318848927815,0.020461678504943848,0.022405624389648438,,9288.53125,3292.5189189189186,12308.135283723544,on,cross_fed,all2all,1,1,same_step,4096,128,128,128
2,32,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N32_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083057,4.375494003295898,1.146559715270996,1.1171071529388428,6.919363021850586,300,0.02306178092956543,0.0228726863861084,0.024645566940307617,,9249.32421875,3535.8526315789472,11099.287572782938,on,cross_fed,all2all,1,1,same_step,4096,128,128,128
2,32,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N32_M4_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_083111,4.264709711074829,0.9712481498718262,1.2557692527770996,7.066408634185791,300,0.0235519282023112,0.022817254066467285,0.028255701065063477,,9246.3515625,3429.1236842105263,10868.321374518004,on,cross_fed,all2all,1,1,same_step,4096,128,128,128
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M4_seq_zmq_local_xcross_fed_Nto1_w1_f1_same_step,20260728_083125,1.879976749420166,0.6318299770355225,0.06725358963012695,0.10158252716064453,300,0.00033796310424804687,0.00031125545501708984,0.0003840923309326172,,1344.67578125,1749.19,94504.44154454219,on,cross_fed,Nto1,1,1,same_step,16,4,16,4
